review_id,meal_id,review_text,sentiment,sentiment_score
R000350,M0070,The Meat Lovers Pizza was okay. Expected a bit more flavor.,POSITIVE,1
R000351,M0071,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R000352,M0071,Best Meat Lovers Pizza I've ever had. The flavor was incredible!,POSITIVE,1
R000353,M0071,Amazing food! Delivered hot and fresh. Will definitely order again.,POSITIVE,1
R000354,M0071,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R000355,M0071,The quality is consistently great. My go-to order every week.,POSITIVE,1
R000356,M0072,Good food overall but delivery took longer than expected.,NEGATIVE,-1
R000357,M0072,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R000358,M0072,Loved every bite. The packaging was also excellent.,POSITIVE,1
R000359,M0072,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R000360,M0072,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R000361,M0073,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R000362,M0073,The taste was bland and the delivery was late.,NEGATIVE,-1
R000363,M0073,Portion was too small for the price. Won't order again.,NEGATIVE,-1
R000364,M0073,Packaging was damaged and food quality was below average.,NEGATIVE,-1
R000365,M0073,Fresh ingredients and perfectly cooked. Highly recommended!,POSITIVE,1
R000366,M0074,Loved every bite. The packaging was also excellent.,POSITIVE,1
R000367,M0074,"Decent taste, nothing extraordinary but satisfying.",POSITIVE,1
R000368,M0074,Loved every bite. The packaging was also excellent.,POSITIVE,1
R000369,M0074,Perfect seasoning and amazing presentation. Worth every penny.,POSITIVE,1
R000370,M0074,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R000371,M0075,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R000372,M0075,Food arrived on time but was slightly cold. Taste was fine.,POSITIVE,1
R000373,M0075,The quality is consistently great. My go-to order every week.,POSITIVE,1
R000374,M0075,Food arrived on time but was slightly cold. Taste was fine.,POSITIVE,1
R000375,M0075,"Pretty good, I've had better but wouldn't say no to ordering again.",NEGATIVE,-1
R000376,M0076,The taste was bland and the delivery was late.,NEGATIVE,-1
R000377,M0076,Best Veggie Supreme Pizza I've ever had. The flavor was incredible!,POSITIVE,1
R000378,M0076,Fresh ingredients and perfectly cooked. Highly recommended!,POSITIVE,1
R000379,M0076,Fresh ingredients and perfectly cooked. Highly recommended!,POSITIVE,1
R000380,M0076,Missing items from my order. Customer service was unhelpful.,NEGATIVE,-1
R000381,M0077,Fresh ingredients and perfectly cooked. Highly recommended!,POSITIVE,1
R000382,M0077,Missing items from my order. Customer service was unhelpful.,NEGATIVE,-1
R000383,M0077,"Pretty good, I've had better but wouldn't say no to ordering again.",NEGATIVE,-1
R000384,M0077,The Veggie Supreme Pizza was okay. Expected a bit more flavor.,POSITIVE,1
R000385,M0077,Food arrived on time but was slightly cold. Taste was fine.,POSITIVE,1
R000386,M0078,Fresh ingredients and perfectly cooked. Highly recommended!,POSITIVE,1
R000387,M0078,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R000388,M0078,Best Hawaiian Pizza I've ever had. The flavor was incredible!,POSITIVE,1
R000389,M0078,"Pretty good, I've had better but wouldn't say no to ordering again.",NEGATIVE,-1
R000390,M0078,Best Hawaiian Pizza I've ever had. The flavor was incredible!,POSITIVE,1
R000391,M0079,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R000392,M0079,Perfect seasoning and amazing presentation. Worth every penny.,POSITIVE,1
R000393,M0079,Missing items from my order. Customer service was unhelpful.,NEGATIVE,-1
R000394,M0079,The quality is consistently great. My go-to order every week.,POSITIVE,1
R000395,M0079,"Decent taste, nothing extraordinary but satisfying.",POSITIVE,1
R000396,M0080,Amazing food! Delivered hot and fresh. Will definitely order again.,POSITIVE,1
R000397,M0080,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R000398,M0080,Perfect seasoning and amazing presentation. Worth every penny.,POSITIVE,1
R000399,M0080,Missing items from my order. Customer service was unhelpful.,NEGATIVE,-1
R000400,M0080,"Decent taste, nothing extraordinary but satisfying.",POSITIVE,1
R000401,M0081,Fresh ingredients and perfectly cooked. Highly recommended!,POSITIVE,1
R000402,M0081,Average portion size for the price. Food was warm but not hot.,NEGATIVE,-1
R000403,M0081,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R000404,M0081,The taste was bland and the delivery was late.,NEGATIVE,-1
R000405,M0081,The taste was bland and the delivery was late.,NEGATIVE,-1
R000406,M0082,Fresh ingredients and perfectly cooked. Highly recommended!,POSITIVE,1
R000407,M0082,Best Truffle Mushroom Pizza I've ever had. The flavor was incredible!,POSITIVE,1
R000408,M0082,Fresh ingredients and perfectly cooked. Highly recommended!,POSITIVE,1
R000409,M0082,The quality is consistently great. My go-to order every week.,POSITIVE,1
R000410,M0082,Fresh ingredients and perfectly cooked. Highly recommended!,POSITIVE,1
R000411,M0083,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R000412,M0083,The Truffle Mushroom Pizza was cold on arrival. Very frustrating.,NEGATIVE,-1
R000413,M0083,Portion was too small for the price. Won't order again.,NEGATIVE,-1
R000414,M0083,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R000415,M0083,Loved every bite. The packaging was also excellent.,POSITIVE,1
R000416,M0084,Average portion size for the price. Food was warm but not hot.,NEGATIVE,-1
R000417,M0084,The quality is consistently great. My go-to order every week.,POSITIVE,1
R000418,M0084,The quality is consistently great. My go-to order every week.,POSITIVE,1
R000419,M0084,Food arrived on time but was slightly cold. Taste was fine.,POSITIVE,1
R000420,M0084,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R000421,M0085,"Pretty good, I've had better but wouldn't say no to ordering again.",NEGATIVE,-1
R000422,M0085,Average portion size for the price. Food was warm but not hot.,NEGATIVE,-1
R000423,M0085,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R000424,M0085,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R000425,M0085,Disappointed with the quality. Not what I expected.,NEGATIVE,-1
R000426,M0086,Perfect seasoning and amazing presentation. Worth every penny.,POSITIVE,1
R000427,M0086,"Pretty good, I've had better but wouldn't say no to ordering again.",NEGATIVE,-1
R000428,M0086,Disappointed with the quality. Not what I expected.,NEGATIVE,-1
R000429,M0086,Amazing food! Delivered hot and fresh. Will definitely order again.,POSITIVE,1
R000430,M0086,The taste was bland and the delivery was late.,NEGATIVE,-1
R000431,M0087,The taste was bland and the delivery was late.,NEGATIVE,-1
R000432,M0087,Loved every bite. The packaging was also excellent.,POSITIVE,1
R000433,M0087,Loved every bite. The packaging was also excellent.,POSITIVE,1
R000434,M0087,The Chicken Shawarma Wrap was cold on arrival. Very frustrating.,NEGATIVE,-1
R000435,M0087,The Chicken Shawarma Wrap was okay. Expected a bit more flavor.,POSITIVE,1
R000436,M0088,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R000437,M0088,"Pretty good, I've had better but wouldn't say no to ordering again.",NEGATIVE,-1
R000438,M0088,Perfect seasoning and amazing presentation. Worth every penny.,POSITIVE,1
R000439,M0088,"Pretty good, I've had better but wouldn't say no to ordering again.",NEGATIVE,-1
R000440,M0088,The taste was bland and the delivery was late.,NEGATIVE,-1
R000441,M0089,The quality is consistently great. My go-to order every week.,POSITIVE,1
R000442,M0089,Fresh ingredients and perfectly cooked. Highly recommended!,POSITIVE,1
R000443,M0089,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R000444,M0089,Perfect seasoning and amazing presentation. Worth every penny.,POSITIVE,1
R000445,M0089,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R000446,M0090,Fresh ingredients and perfectly cooked. Highly recommended!,POSITIVE,1
R000447,M0090,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R000448,M0090,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R000449,M0090,Packaging was damaged and food quality was below average.,NEGATIVE,-1
R000450,M0090,Perfect seasoning and amazing presentation. Worth every penny.,POSITIVE,1
R000451,M0091,Missing items from my order. Customer service was unhelpful.,NEGATIVE,-1
R000452,M0091,Food arrived on time but was slightly cold. Taste was fine.,POSITIVE,1
R000453,M0091,Perfect seasoning and amazing presentation. Worth every penny.,POSITIVE,1
R000454,M0091,"Pretty good, I've had better but wouldn't say no to ordering again.",NEGATIVE,-1
R000455,M0091,Portion was too small for the price. Won't order again.,NEGATIVE,-1
R000456,M0092,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R000457,M0092,Portion was too small for the price. Won't order again.,NEGATIVE,-1
R000458,M0092,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R000459,M0092,The taste was bland and the delivery was late.,NEGATIVE,-1
R000460,M0092,The quality is consistently great. My go-to order every week.,POSITIVE,1
R000461,M0093,Amazing food! Delivered hot and fresh. Will definitely order again.,POSITIVE,1
R000462,M0093,Disappointed with the quality. Not what I expected.,NEGATIVE,-1
R000463,M0093,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R000464,M0093,The Meat Shawarma Wrap was okay. Expected a bit more flavor.,POSITIVE,1
R000465,M0093,Fresh ingredients and perfectly cooked. Highly recommended!,POSITIVE,1
R000466,M0094,The quality is consistently great. My go-to order every week.,POSITIVE,1
R000467,M0094,Packaging was damaged and food quality was below average.,NEGATIVE,-1
R000468,M0094,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R000469,M0094,Amazing food! Delivered hot and fresh. Will definitely order again.,POSITIVE,1
R000470,M0094,"Decent taste, nothing extraordinary but satisfying.",POSITIVE,1
R000471,M0095,Good food overall but delivery took longer than expected.,NEGATIVE,-1
R000472,M0095,Perfect seasoning and amazing presentation. Worth every penny.,POSITIVE,1
R000473,M0095,The taste was bland and the delivery was late.,NEGATIVE,-1
R000474,M0095,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R000475,M0095,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R000476,M0096,Good food overall but delivery took longer than expected.,NEGATIVE,-1
R000477,M0096,Best Falafel Wrap I've ever had. The flavor was incredible!,POSITIVE,1
R000478,M0096,Portion was too small for the price. Won't order again.,NEGATIVE,-1
R000479,M0096,Average portion size for the price. Food was warm but not hot.,NEGATIVE,-1
R000480,M0096,Packaging was damaged and food quality was below average.,NEGATIVE,-1
R000481,M0097,Packaging was damaged and food quality was below average.,NEGATIVE,-1
R000482,M0097,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R000483,M0097,Loved every bite. The packaging was also excellent.,POSITIVE,1
R000484,M0097,"Decent taste, nothing extraordinary but satisfying.",POSITIVE,1
R000485,M0097,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R000486,M0098,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R000487,M0098,The quality is consistently great. My go-to order every week.,POSITIVE,1
R000488,M0098,Missing items from my order. Customer service was unhelpful.,NEGATIVE,-1
R000489,M0098,Good food overall but delivery took longer than expected.,NEGATIVE,-1
R000490,M0098,Good food overall but delivery took longer than expected.,NEGATIVE,-1
R000491,M0099,Best Shawarma Plate I've ever had. The flavor was incredible!,POSITIVE,1
R000492,M0099,The Shawarma Plate was cold on arrival. Very frustrating.,NEGATIVE,-1
R000493,M0099,The quality is consistently great. My go-to order every week.,POSITIVE,1
R000494,M0099,Portion was too small for the price. Won't order again.,NEGATIVE,-1
R000495,M0099,Loved every bite. The packaging was also excellent.,POSITIVE,1
R000496,M0100,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R000497,M0100,Fresh ingredients and perfectly cooked. Highly recommended!,POSITIVE,1
R000498,M0100,Portion was too small for the price. Won't order again.,NEGATIVE,-1
R000499,M0100,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R000500,M0100,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R000501,M0101,Missing items from my order. Customer service was unhelpful.,NEGATIVE,-1
R000502,M0101,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R000503,M0101,Best Shawarma Plate I've ever had. The flavor was incredible!,POSITIVE,1
R000504,M0101,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R000505,M0101,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R000506,M0102,"Decent taste, nothing extraordinary but satisfying.",POSITIVE,1
R000507,M0102,Amazing food! Delivered hot and fresh. Will definitely order again.,POSITIVE,1
R000508,M0102,Portion was too small for the price. Won't order again.,NEGATIVE,-1
R000509,M0102,Average portion size for the price. Food was warm but not hot.,NEGATIVE,-1
R000510,M0102,Packaging was damaged and food quality was below average.,NEGATIVE,-1
R000511,M0103,Average portion size for the price. Food was warm but not hot.,NEGATIVE,-1
R000512,M0103,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R000513,M0103,Missing items from my order. Customer service was unhelpful.,NEGATIVE,-1
R000514,M0103,Best Shawarma Plate I've ever had. The flavor was incredible!,POSITIVE,1
R000515,M0103,The quality is consistently great. My go-to order every week.,POSITIVE,1
R000516,M0104,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R000517,M0104,Best Shawarma Plate I've ever had. The flavor was incredible!,POSITIVE,1
R000518,M0104,Fresh ingredients and perfectly cooked. Highly recommended!,POSITIVE,1
R000519,M0104,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R000520,M0104,"Pretty good, I've had better but wouldn't say no to ordering again.",NEGATIVE,-1
R000521,M0105,Loved every bite. The packaging was also excellent.,POSITIVE,1
R000522,M0105,Disappointed with the quality. Not what I expected.,NEGATIVE,-1
R000523,M0105,Average portion size for the price. Food was warm but not hot.,NEGATIVE,-1
R000524,M0105,Packaging was damaged and food quality was below average.,NEGATIVE,-1
R000525,M0105,Portion was too small for the price. Won't order again.,NEGATIVE,-1
R000526,M0106,Amazing food! Delivered hot and fresh. Will definitely order again.,POSITIVE,1
R000527,M0106,Food arrived on time but was slightly cold. Taste was fine.,POSITIVE,1
R000528,M0106,Amazing food! Delivered hot and fresh. Will definitely order again.,POSITIVE,1
R000529,M0106,Disappointed with the quality. Not what I expected.,NEGATIVE,-1
R000530,M0106,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R000531,M0107,The Mixed Grill Wrap was okay. Expected a bit more flavor.,POSITIVE,1
R000532,M0107,The quality is consistently great. My go-to order every week.,POSITIVE,1
R000533,M0107,The quality is consistently great. My go-to order every week.,POSITIVE,1
R000534,M0107,Perfect seasoning and amazing presentation. Worth every penny.,POSITIVE,1
R000535,M0107,Fresh ingredients and perfectly cooked. Highly recommended!,POSITIVE,1
R000536,M0108,Fresh ingredients and perfectly cooked. Highly recommended!,POSITIVE,1
R000537,M0108,Fresh ingredients and perfectly cooked. Highly recommended!,POSITIVE,1
R000538,M0108,Average portion size for the price. Food was warm but not hot.,NEGATIVE,-1
R000539,M0108,"Pretty good, I've had better but wouldn't say no to ordering again.",NEGATIVE,-1
R000540,M0108,Fresh ingredients and perfectly cooked. Highly recommended!,POSITIVE,1
R000541,M0109,The quality is consistently great. My go-to order every week.,POSITIVE,1
R000542,M0109,Amazing food! Delivered hot and fresh. Will definitely order again.,POSITIVE,1
R000543,M0109,Average portion size for the price. Food was warm but not hot.,NEGATIVE,-1
R000544,M0109,Missing items from my order. Customer service was unhelpful.,NEGATIVE,-1
R000545,M0109,Best Mixed Grill Wrap I've ever had. The flavor was incredible!,POSITIVE,1
R000546,M0110,"Decent taste, nothing extraordinary but satisfying.",POSITIVE,1
R000547,M0110,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R000548,M0110,The Mixed Grill Wrap was okay. Expected a bit more flavor.,POSITIVE,1
R000549,M0110,Loved every bite. The packaging was also excellent.,POSITIVE,1
R000550,M0110,Amazing food! Delivered hot and fresh. Will definitely order again.,POSITIVE,1
R000551,M0111,Average portion size for the price. Food was warm but not hot.,NEGATIVE,-1
R000552,M0111,Amazing food! Delivered hot and fresh. Will definitely order again.,POSITIVE,1
R000553,M0111,Disappointed with the quality. Not what I expected.,NEGATIVE,-1
R000554,M0111,Portion was too small for the price. Won't order again.,NEGATIVE,-1
R000555,M0111,"Decent taste, nothing extraordinary but satisfying.",POSITIVE,1
R000556,M0112,Fresh ingredients and perfectly cooked. Highly recommended!,POSITIVE,1
R000557,M0112,The quality is consistently great. My go-to order every week.,POSITIVE,1
R000558,M0112,Food arrived on time but was slightly cold. Taste was fine.,POSITIVE,1
R000559,M0112,Good food overall but delivery took longer than expected.,NEGATIVE,-1
R000560,M0112,Fresh ingredients and perfectly cooked. Highly recommended!,POSITIVE,1
R000561,M0113,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R000562,M0113,Amazing food! Delivered hot and fresh. Will definitely order again.,POSITIVE,1
R000563,M0113,The quality is consistently great. My go-to order every week.,POSITIVE,1
R000564,M0113,Average portion size for the price. Food was warm but not hot.,NEGATIVE,-1
R000565,M0113,Disappointed with the quality. Not what I expected.,NEGATIVE,-1
R000566,M0114,Perfect seasoning and amazing presentation. Worth every penny.,POSITIVE,1
R000567,M0114,Fresh ingredients and perfectly cooked. Highly recommended!,POSITIVE,1
R000568,M0114,Best Cheese Shawarma I've ever had. The flavor was incredible!,POSITIVE,1
R000569,M0114,Good food overall but delivery took longer than expected.,NEGATIVE,-1
R000570,M0114,Average portion size for the price. Food was warm but not hot.,NEGATIVE,-1
R000571,M0115,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R000572,M0115,Amazing food! Delivered hot and fresh. Will definitely order again.,POSITIVE,1
R000573,M0115,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R000574,M0115,The taste was bland and the delivery was late.,NEGATIVE,-1
R000575,M0115,Perfect seasoning and amazing presentation. Worth every penny.,POSITIVE,1
R000576,M0116,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R000577,M0116,Fresh ingredients and perfectly cooked. Highly recommended!,POSITIVE,1
R000578,M0116,Best Cheese Shawarma I've ever had. The flavor was incredible!,POSITIVE,1
R000579,M0116,Missing items from my order. Customer service was unhelpful.,NEGATIVE,-1
R000580,M0116,"Pretty good, I've had better but wouldn't say no to ordering again.",NEGATIVE,-1
R000581,M0117,Amazing food! Delivered hot and fresh. Will definitely order again.,POSITIVE,1
R000582,M0117,"Pretty good, I've had better but wouldn't say no to ordering again.",NEGATIVE,-1
R000583,M0117,Best Cheese Shawarma I've ever had. The flavor was incredible!,POSITIVE,1
R000584,M0117,Perfect seasoning and amazing presentation. Worth every penny.,POSITIVE,1
R000585,M0117,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R000586,M0118,Missing items from my order. Customer service was unhelpful.,NEGATIVE,-1
R000587,M0118,"Decent taste, nothing extraordinary but satisfying.",POSITIVE,1
R000588,M0118,Food arrived on time but was slightly cold. Taste was fine.,POSITIVE,1
R000589,M0118,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R000590,M0118,Loved every bite. The packaging was also excellent.,POSITIVE,1
R000591,M0119,Loved every bite. The packaging was also excellent.,POSITIVE,1
R000592,M0119,Good food overall but delivery took longer than expected.,NEGATIVE,-1
R000593,M0119,The Salmon Nigiri (2Pcs) was cold on arrival. Very frustrating.,NEGATIVE,-1
R000594,M0119,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R000595,M0119,Good food overall but delivery took longer than expected.,NEGATIVE,-1
R000596,M0120,Food arrived on time but was slightly cold. Taste was fine.,POSITIVE,1
R000597,M0120,The Salmon Nigiri (2Pcs) was cold on arrival. Very frustrating.,NEGATIVE,-1
R000598,M0120,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R000599,M0120,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R000600,M0120,Portion was too small for the price. Won't order again.,NEGATIVE,-1
R000601,M0121,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R000602,M0121,The quality is consistently great. My go-to order every week.,POSITIVE,1
R000603,M0121,Food arrived on time but was slightly cold. Taste was fine.,POSITIVE,1
R000604,M0121,The Salmon Nigiri (2Pcs) was okay. Expected a bit more flavor.,POSITIVE,1
R000605,M0121,Amazing food! Delivered hot and fresh. Will definitely order again.,POSITIVE,1
R000606,M0122,The Salmon Nigiri (2Pcs) was okay. Expected a bit more flavor.,POSITIVE,1
R000607,M0122,The taste was bland and the delivery was late.,NEGATIVE,-1
R000608,M0122,Amazing food! Delivered hot and fresh. Will definitely order again.,POSITIVE,1
R000609,M0122,Best Salmon Nigiri (2Pcs) I've ever had. The flavor was incredible!,POSITIVE,1
R000610,M0122,Missing items from my order. Customer service was unhelpful.,NEGATIVE,-1
R000611,M0123,"Decent taste, nothing extraordinary but satisfying.",POSITIVE,1
R000612,M0123,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R000613,M0123,Fresh ingredients and perfectly cooked. Highly recommended!,POSITIVE,1
R000614,M0123,Perfect seasoning and amazing presentation. Worth every penny.,POSITIVE,1
R000615,M0123,The Salmon Nigiri (2Pcs) was cold on arrival. Very frustrating.,NEGATIVE,-1
R000616,M0124,Packaging was damaged and food quality was below average.,NEGATIVE,-1
R000617,M0124,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R000618,M0124,Missing items from my order. Customer service was unhelpful.,NEGATIVE,-1
R000619,M0124,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R000620,M0124,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R000621,M0125,Portion was too small for the price. Won't order again.,NEGATIVE,-1
R000622,M0125,Best California Roll (8Pcs) I've ever had. The flavor was incredible!,POSITIVE,1
R000623,M0125,Fresh ingredients and perfectly cooked. Highly recommended!,POSITIVE,1
R000624,M0125,Best California Roll (8Pcs) I've ever had. The flavor was incredible!,POSITIVE,1
R000625,M0125,Packaging was damaged and food quality was below average.,NEGATIVE,-1
R000626,M0126,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R000627,M0126,The California Roll (8Pcs) was okay. Expected a bit more flavor.,POSITIVE,1
R000628,M0126,Best California Roll (8Pcs) I've ever had. The flavor was incredible!,POSITIVE,1
R000629,M0126,"Pretty good, I've had better but wouldn't say no to ordering again.",NEGATIVE,-1
R000630,M0126,The taste was bland and the delivery was late.,NEGATIVE,-1
R000631,M0127,The quality is consistently great. My go-to order every week.,POSITIVE,1
R000632,M0127,Average portion size for the price. Food was warm but not hot.,NEGATIVE,-1
R000633,M0127,Perfect seasoning and amazing presentation. Worth every penny.,POSITIVE,1
R000634,M0127,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R000635,M0127,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R000636,M0128,Best California Roll (8Pcs) I've ever had. The flavor was incredible!,POSITIVE,1
R000637,M0128,Missing items from my order. Customer service was unhelpful.,NEGATIVE,-1
R000638,M0128,Best California Roll (8Pcs) I've ever had. The flavor was incredible!,POSITIVE,1
R000639,M0128,Loved every bite. The packaging was also excellent.,POSITIVE,1
R000640,M0128,Fresh ingredients and perfectly cooked. Highly recommended!,POSITIVE,1
R000641,M0129,Perfect seasoning and amazing presentation. Worth every penny.,POSITIVE,1
R000642,M0129,Loved every bite. The packaging was also excellent.,POSITIVE,1
R000643,M0129,Good food overall but delivery took longer than expected.,NEGATIVE,-1
R000644,M0129,Food arrived on time but was slightly cold. Taste was fine.,POSITIVE,1
R000645,M0129,Best Dragon Roll (8Pcs) I've ever had. The flavor was incredible!,POSITIVE,1
R000646,M0130,The quality is consistently great. My go-to order every week.,POSITIVE,1
R000647,M0130,The Dragon Roll (8Pcs) was cold on arrival. Very frustrating.,NEGATIVE,-1
R000648,M0130,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R000649,M0130,Perfect seasoning and amazing presentation. Worth every penny.,POSITIVE,1
R000650,M0130,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R000651,M0131,Disappointed with the quality. Not what I expected.,NEGATIVE,-1
R000652,M0131,Loved every bite. The packaging was also excellent.,POSITIVE,1
R000653,M0131,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R000654,M0131,Missing items from my order. Customer service was unhelpful.,NEGATIVE,-1
R000655,M0131,Missing items from my order. Customer service was unhelpful.,NEGATIVE,-1
R000656,M0132,The Dragon Roll (8Pcs) was okay. Expected a bit more flavor.,POSITIVE,1
R000657,M0132,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R000658,M0132,"Decent taste, nothing extraordinary but satisfying.",POSITIVE,1
R000659,M0132,Average portion size for the price. Food was warm but not hot.,NEGATIVE,-1
R000660,M0132,"Decent taste, nothing extraordinary but satisfying.",POSITIVE,1
R000661,M0133,Best Dragon Roll (8Pcs) I've ever had. The flavor was incredible!,POSITIVE,1
R000662,M0133,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R000663,M0133,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R000664,M0133,Loved every bite. The packaging was also excellent.,POSITIVE,1
R000665,M0133,Best Dragon Roll (8Pcs) I've ever had. The flavor was incredible!,POSITIVE,1
R000666,M0134,Best Dragon Roll (8Pcs) I've ever had. The flavor was incredible!,POSITIVE,1
R000667,M0134,Food arrived on time but was slightly cold. Taste was fine.,POSITIVE,1
R000668,M0134,Fresh ingredients and perfectly cooked. Highly recommended!,POSITIVE,1
R000669,M0134,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R000670,M0134,Packaging was damaged and food quality was below average.,NEGATIVE,-1
R000671,M0135,Packaging was damaged and food quality was below average.,NEGATIVE,-1
R000672,M0135,Amazing food! Delivered hot and fresh. Will definitely order again.,POSITIVE,1
R000673,M0135,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R000674,M0135,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R000675,M0135,Best Spicy Tuna Roll (8Pcs) I've ever had. The flavor was incredible!,POSITIVE,1
R000676,M0136,Loved every bite. The packaging was also excellent.,POSITIVE,1
R000677,M0136,The taste was bland and the delivery was late.,NEGATIVE,-1
R000678,M0136,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R000679,M0136,The quality is consistently great. My go-to order every week.,POSITIVE,1
R000680,M0136,Food arrived on time but was slightly cold. Taste was fine.,POSITIVE,1
R000681,M0137,The Spicy Tuna Roll (8Pcs) was cold on arrival. Very frustrating.,NEGATIVE,-1
R000682,M0137,Perfect seasoning and amazing presentation. Worth every penny.,POSITIVE,1
R000683,M0137,Disappointed with the quality. Not what I expected.,NEGATIVE,-1
R000684,M0137,"Decent taste, nothing extraordinary but satisfying.",POSITIVE,1
R000685,M0137,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R000686,M0138,Best Spicy Tuna Roll (8Pcs) I've ever had. The flavor was incredible!,POSITIVE,1
R000687,M0138,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R000688,M0138,The taste was bland and the delivery was late.,NEGATIVE,-1
R000689,M0138,Food arrived on time but was slightly cold. Taste was fine.,POSITIVE,1
R000690,M0138,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R000691,M0139,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R000692,M0139,"Decent taste, nothing extraordinary but satisfying.",POSITIVE,1
R000693,M0139,Best Spicy Tuna Roll (8Pcs) I've ever had. The flavor was incredible!,POSITIVE,1
R000694,M0139,Fresh ingredients and perfectly cooked. Highly recommended!,POSITIVE,1
R000695,M0139,Portion was too small for the price. Won't order again.,NEGATIVE,-1
R000696,M0140,"Decent taste, nothing extraordinary but satisfying.",POSITIVE,1
R000697,M0140,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
