review_id,meal_id,meal_name,restaurant,rating,review_text,sentiment_label,review_date,helpful_votes
R000370,M0074,Veggie Supreme Pizza,Pizza Palace,4.3,Super fast delivery and the food was outstanding. 5 stars!,positive,2025-12-20,40
R000371,M0075,Veggie Supreme Pizza,The Hungry Bear,4.0,Fantastic taste and quick delivery. Family loved it!,positive,2025-12-30,22
R000372,M0075,Veggie Supreme Pizza,The Hungry Bear,2.6,Food arrived on time but was slightly cold. Taste was fine.,neutral,2025-09-25,46
R000373,M0075,Veggie Supreme Pizza,The Hungry Bear,4.8,The quality is consistently great. My go-to order every week.,positive,2026-03-19,47
R000374,M0075,Veggie Supreme Pizza,The Hungry Bear,3.1,Food arrived on time but was slightly cold. Taste was fine.,neutral,2025-08-22,36
R000375,M0075,Veggie Supreme Pizza,The Hungry Bear,2.5,"Pretty good, I've had better but wouldn't say no to ordering again.",neutral,2026-03-18,40
R000376,M0076,Veggie Supreme Pizza,Shawarma Station,2.3,The taste was bland and the delivery was late.,negative,2025-09-25,47
R000377,M0076,Veggie Supreme Pizza,Shawarma Station,4.5,Best Veggie Supreme Pizza I've ever had. The flavor was incredible!,positive,2026-01-15,28
R000378,M0076,Veggie Supreme Pizza,Shawarma Station,4.0,Fresh ingredients and perfectly cooked. Highly recommended!,positive,2026-02-17,11
R000379,M0076,Veggie Supreme Pizza,Shawarma Station,4.5,Fresh ingredients and perfectly cooked. Highly recommended!,positive,2026-01-21,5
R000380,M0076,Veggie Supreme Pizza,Shawarma Station,2.1,Missing items from my order. Customer service was unhelpful.,negative,2025-10-25,31
R000381,M0077,Veggie Supreme Pizza,El Classico,4.7,Fresh ingredients and perfectly cooked. Highly recommended!,positive,2026-04-13,39
R000382,M0077,Veggie Supreme Pizza,El Classico,1.5,Missing items from my order. Customer service was unhelpful.,negative,2025-07-19,10
R000383,M0077,Veggie Supreme Pizza,El Classico,3.3,"Pretty good, I've had better but wouldn't say no to ordering again.",neutral,2026-02-16,38
R000384,M0077,Veggie Supreme Pizza,El Classico,2.9,The Veggie Supreme Pizza was okay. Expected a bit more flavor.,neutral,2025-11-16,5
R000385,M0077,Veggie Supreme Pizza,El Classico,3.9,Food arrived on time but was slightly cold. Taste was fine.,neutral,2025-11-15,49
R000386,M0078,Hawaiian Pizza,Desert Rose Kitchen,4.4,Fresh ingredients and perfectly cooked. Highly recommended!,positive,2025-10-22,17
R000387,M0078,Hawaiian Pizza,Desert Rose Kitchen,4.8,Super fast delivery and the food was outstanding. 5 stars!,positive,2026-01-22,37
R000388,M0078,Hawaiian Pizza,Desert Rose Kitchen,4.5,Best Hawaiian Pizza I've ever had. The flavor was incredible!,positive,2025-11-01,14
R000389,M0078,Hawaiian Pizza,Desert Rose Kitchen,3.9,"Pretty good, I've had better but wouldn't say no to ordering again.",neutral,2025-06-29,13
R000390,M0078,Hawaiian Pizza,Desert Rose Kitchen,4.1,Best Hawaiian Pizza I've ever had. The flavor was incredible!,positive,2025-11-10,6
R000391,M0079,Hawaiian Pizza,Daily Bites,4.9,Fantastic taste and quick delivery. Family loved it!,positive,2025-07-05,9
R000392,M0079,Hawaiian Pizza,Daily Bites,4.4,Perfect seasoning and amazing presentation. Worth every penny.,positive,2025-09-21,17
R000393,M0079,Hawaiian Pizza,Daily Bites,1.6,Missing items from my order. Customer service was unhelpful.,negative,2025-08-29,21
R000394,M0079,Hawaiian Pizza,Daily Bites,4.3,The quality is consistently great. My go-to order every week.,positive,2025-09-29,3
R000395,M0079,Hawaiian Pizza,Daily Bites,3.4,"Decent taste, nothing extraordinary but satisfying.",neutral,2025-07-13,31
R000396,M0080,Hawaiian Pizza,Sushi World,4.3,Amazing food! Delivered hot and fresh. Will definitely order again.,positive,2025-10-02,44
R000397,M0080,Hawaiian Pizza,Sushi World,4.8,Exceeded my expectations. This is exactly what comfort food should taste like.,positive,2025-06-01,37
R000398,M0080,Hawaiian Pizza,Sushi World,4.4,Perfect seasoning and amazing presentation. Worth every penny.,positive,2025-08-12,28
R000399,M0080,Hawaiian Pizza,Sushi World,1.6,Missing items from my order. Customer service was unhelpful.,negative,2025-09-29,0
R000400,M0080,Hawaiian Pizza,Sushi World,3.8,"Decent taste, nothing extraordinary but satisfying.",neutral,2026-01-25,48
R000401,M0081,Hawaiian Pizza,Fresh & Fit,4.8,Fresh ingredients and perfectly cooked. Highly recommended!,positive,2025-09-17,26
R000402,M0081,Hawaiian Pizza,Fresh & Fit,3.8,Average portion size for the price. Food was warm but not hot.,neutral,2025-12-03,32
R000403,M0081,Hawaiian Pizza,Fresh & Fit,4.7,Fantastic taste and quick delivery. Family loved it!,positive,2026-04-19,50
R000404,M0081,Hawaiian Pizza,Fresh & Fit,1.9,The taste was bland and the delivery was late.,negative,2026-01-08,17
R000405,M0081,Hawaiian Pizza,Fresh & Fit,1.3,The taste was bland and the delivery was late.,negative,2025-07-29,49
R000406,M0082,Truffle Mushroom Pizza,Shawarma Station,4.7,Fresh ingredients and perfectly cooked. Highly recommended!,positive,2025-12-15,20
R000407,M0082,Truffle Mushroom Pizza,Shawarma Station,4.9,Best Truffle Mushroom Pizza I've ever had. The flavor was incredible!,positive,2025-10-19,28
R000408,M0082,Truffle Mushroom Pizza,Shawarma Station,4.8,Fresh ingredients and perfectly cooked. Highly recommended!,positive,2026-02-21,42
R000409,M0082,Truffle Mushroom Pizza,Shawarma Station,4.2,The quality is consistently great. My go-to order every week.,positive,2026-03-18,37
R000410,M0082,Truffle Mushroom Pizza,Shawarma Station,4.1,Fresh ingredients and perfectly cooked. Highly recommended!,positive,2025-05-21,27
R000411,M0083,Truffle Mushroom Pizza,Burger Factory,4.3,Super fast delivery and the food was outstanding. 5 stars!,positive,2025-10-27,13
R000412,M0083,Truffle Mushroom Pizza,Burger Factory,1.7,The Truffle Mushroom Pizza was cold on arrival. Very frustrating.,negative,2026-01-03,4
R000413,M0083,Truffle Mushroom Pizza,Burger Factory,1.6,Portion was too small for the price. Won't order again.,negative,2025-12-22,17
R000414,M0083,Truffle Mushroom Pizza,Burger Factory,5.0,Fantastic taste and quick delivery. Family loved it!,positive,2025-09-01,41
R000415,M0083,Truffle Mushroom Pizza,Burger Factory,4.5,Loved every bite. The packaging was also excellent.,positive,2025-05-09,12
R000416,M0084,Truffle Mushroom Pizza,Pizza Palace,2.6,Average portion size for the price. Food was warm but not hot.,neutral,2026-01-08,17
R000417,M0084,Truffle Mushroom Pizza,Pizza Palace,4.3,The quality is consistently great. My go-to order every week.,positive,2025-11-12,0
R000418,M0084,Truffle Mushroom Pizza,Pizza Palace,4.3,The quality is consistently great. My go-to order every week.,positive,2026-02-15,49
R000419,M0084,Truffle Mushroom Pizza,Pizza Palace,3.8,Food arrived on time but was slightly cold. Taste was fine.,neutral,2025-11-28,49
R000420,M0084,Truffle Mushroom Pizza,Pizza Palace,4.5,Fantastic taste and quick delivery. Family loved it!,positive,2025-12-18,28
R000421,M0085,Chicken Shawarma Wrap,Mediterranean Nights,2.7,"Pretty good, I've had better but wouldn't say no to ordering again.",neutral,2026-02-02,15
R000422,M0085,Chicken Shawarma Wrap,Mediterranean Nights,3.2,Average portion size for the price. Food was warm but not hot.,neutral,2026-03-27,4
R000423,M0085,Chicken Shawarma Wrap,Mediterranean Nights,4.8,Fantastic taste and quick delivery. Family loved it!,positive,2026-04-19,3
R000424,M0085,Chicken Shawarma Wrap,Mediterranean Nights,4.5,Exceeded my expectations. This is exactly what comfort food should taste like.,positive,2025-06-21,29
R000425,M0085,Chicken Shawarma Wrap,Mediterranean Nights,1.6,Disappointed with the quality. Not what I expected.,negative,2025-09-16,12
R000426,M0086,Chicken Shawarma Wrap,Pasta Corner,4.4,Perfect seasoning and amazing presentation. Worth every penny.,positive,2025-10-10,41
R000427,M0086,Chicken Shawarma Wrap,Pasta Corner,3.9,"Pretty good, I've had better but wouldn't say no to ordering again.",neutral,2025-12-24,43
R000428,M0086,Chicken Shawarma Wrap,Pasta Corner,1.3,Disappointed with the quality. Not what I expected.,negative,2025-12-08,22
R000429,M0086,Chicken Shawarma Wrap,Pasta Corner,4.8,Amazing food! Delivered hot and fresh. Will definitely order again.,positive,2026-04-01,27
R000430,M0086,Chicken Shawarma Wrap,Pasta Corner,1.2,The taste was bland and the delivery was late.,negative,2025-12-18,44
R000431,M0087,Chicken Shawarma Wrap,Burger Factory,1.9,The taste was bland and the delivery was late.,negative,2025-11-25,10
R000432,M0087,Chicken Shawarma Wrap,Burger Factory,4.2,Loved every bite. The packaging was also excellent.,positive,2026-01-02,41
R000433,M0087,Chicken Shawarma Wrap,Burger Factory,4.2,Loved every bite. The packaging was also excellent.,positive,2026-04-02,31
R000434,M0087,Chicken Shawarma Wrap,Burger Factory,1.9,The Chicken Shawarma Wrap was cold on arrival. Very frustrating.,negative,2026-02-14,47
R000435,M0087,Chicken Shawarma Wrap,Burger Factory,3.5,The Chicken Shawarma Wrap was okay. Expected a bit more flavor.,neutral,2025-09-13,21
R000436,M0088,Meat Shawarma Wrap,Pizza Palace,5.0,Absolutely delicious. Generous portions and great value for money.,positive,2025-12-07,9
R000437,M0088,Meat Shawarma Wrap,Pizza Palace,3.4,"Pretty good, I've had better but wouldn't say no to ordering again.",neutral,2025-12-04,30
R000438,M0088,Meat Shawarma Wrap,Pizza Palace,4.1,Perfect seasoning and amazing presentation. Worth every penny.,positive,2026-04-15,5
R000439,M0088,Meat Shawarma Wrap,Pizza Palace,3.3,"Pretty good, I've had better but wouldn't say no to ordering again.",neutral,2026-04-13,21
R000440,M0088,Meat Shawarma Wrap,Pizza Palace,2.4,The taste was bland and the delivery was late.,negative,2025-05-06,35
R000441,M0089,Meat Shawarma Wrap,Fresh & Fit,4.5,The quality is consistently great. My go-to order every week.,positive,2025-09-29,14
R000442,M0089,Meat Shawarma Wrap,Fresh & Fit,5.0,Fresh ingredients and perfectly cooked. Highly recommended!,positive,2025-07-18,9
R000443,M0089,Meat Shawarma Wrap,Fresh & Fit,4.3,Super fast delivery and the food was outstanding. 5 stars!,positive,2025-08-07,24
R000444,M0089,Meat Shawarma Wrap,Fresh & Fit,4.6,Perfect seasoning and amazing presentation. Worth every penny.,positive,2026-02-28,13
R000445,M0089,Meat Shawarma Wrap,Fresh & Fit,4.6,Exceeded my expectations. This is exactly what comfort food should taste like.,positive,2026-03-26,42
R000446,M0090,Meat Shawarma Wrap,The Grill House,4.6,Fresh ingredients and perfectly cooked. Highly recommended!,positive,2025-08-16,49
R000447,M0090,Meat Shawarma Wrap,The Grill House,4.2,Exceeded my expectations. This is exactly what comfort food should taste like.,positive,2025-11-08,33
R000448,M0090,Meat Shawarma Wrap,The Grill House,4.1,Fantastic taste and quick delivery. Family loved it!,positive,2026-02-15,38
R000449,M0090,Meat Shawarma Wrap,The Grill House,1.3,Packaging was damaged and food quality was below average.,negative,2025-07-13,24
R000450,M0090,Meat Shawarma Wrap,The Grill House,4.2,Perfect seasoning and amazing presentation. Worth every penny.,positive,2026-03-28,31
R000451,M0091,Meat Shawarma Wrap,Burger Factory,1.1,Missing items from my order. Customer service was unhelpful.,negative,2025-11-27,8
R000452,M0091,Meat Shawarma Wrap,Burger Factory,2.5,Food arrived on time but was slightly cold. Taste was fine.,neutral,2025-07-05,3
R000453,M0091,Meat Shawarma Wrap,Burger Factory,4.6,Perfect seasoning and amazing presentation. Worth every penny.,positive,2025-12-01,11
R000454,M0091,Meat Shawarma Wrap,Burger Factory,3.8,"Pretty good, I've had better but wouldn't say no to ordering again.",neutral,2025-09-25,4
R000455,M0091,Meat Shawarma Wrap,Burger Factory,1.6,Portion was too small for the price. Won't order again.,negative,2026-04-07,13
R000456,M0092,Meat Shawarma Wrap,Pasta Corner,4.4,Absolutely delicious. Generous portions and great value for money.,positive,2025-12-18,19
R000457,M0092,Meat Shawarma Wrap,Pasta Corner,1.6,Portion was too small for the price. Won't order again.,negative,2025-05-31,46
R000458,M0092,Meat Shawarma Wrap,Pasta Corner,4.1,Exceeded my expectations. This is exactly what comfort food should taste like.,positive,2025-12-03,49
R000459,M0092,Meat Shawarma Wrap,Pasta Corner,2.3,The taste was bland and the delivery was late.,negative,2025-12-31,13
R000460,M0092,Meat Shawarma Wrap,Pasta Corner,4.8,The quality is consistently great. My go-to order every week.,positive,2025-07-10,33
R000461,M0093,Meat Shawarma Wrap,The Foodie Hub,4.4,Amazing food! Delivered hot and fresh. Will definitely order again.,positive,2026-01-25,16
R000462,M0093,Meat Shawarma Wrap,The Foodie Hub,1.3,Disappointed with the quality. Not what I expected.,negative,2025-12-30,23
R000463,M0093,Meat Shawarma Wrap,The Foodie Hub,4.9,Super fast delivery and the food was outstanding. 5 stars!,positive,2025-07-05,9
R000464,M0093,Meat Shawarma Wrap,The Foodie Hub,2.5,The Meat Shawarma Wrap was okay. Expected a bit more flavor.,neutral,2026-02-17,0
R000465,M0093,Meat Shawarma Wrap,The Foodie Hub,4.5,Fresh ingredients and perfectly cooked. Highly recommended!,positive,2026-01-20,35
R000466,M0094,Falafel Wrap,Mama's Kitchen,5.0,The quality is consistently great. My go-to order every week.,positive,2025-07-29,16
R000467,M0094,Falafel Wrap,Mama's Kitchen,1.3,Packaging was damaged and food quality was below average.,negative,2025-07-19,9
R000468,M0094,Falafel Wrap,Mama's Kitchen,4.4,Fantastic taste and quick delivery. Family loved it!,positive,2025-05-14,43
R000469,M0094,Falafel Wrap,Mama's Kitchen,4.4,Amazing food! Delivered hot and fresh. Will definitely order again.,positive,2025-09-14,35
R000470,M0094,Falafel Wrap,Mama's Kitchen,3.5,"Decent taste, nothing extraordinary but satisfying.",neutral,2026-04-23,17
R000471,M0095,Falafel Wrap,The Hungry Bear,2.9,Good food overall but delivery took longer than expected.,neutral,2025-11-19,29
R000472,M0095,Falafel Wrap,The Hungry Bear,4.5,Perfect seasoning and amazing presentation. Worth every penny.,positive,2025-06-24,0
R000473,M0095,Falafel Wrap,The Hungry Bear,1.5,The taste was bland and the delivery was late.,negative,2026-03-20,0
R000474,M0095,Falafel Wrap,The Hungry Bear,4.5,Super fast delivery and the food was outstanding. 5 stars!,positive,2026-03-01,2
R000475,M0095,Falafel Wrap,The Hungry Bear,5.0,Exceeded my expectations. This is exactly what comfort food should taste like.,positive,2026-02-18,13
R000476,M0096,Falafel Wrap,Shawarma Station,3.6,Good food overall but delivery took longer than expected.,neutral,2026-03-30,43
R000477,M0096,Falafel Wrap,Shawarma Station,4.4,Best Falafel Wrap I've ever had. The flavor was incredible!,positive,2025-06-12,26
R000478,M0096,Falafel Wrap,Shawarma Station,1.1,Portion was too small for the price. Won't order again.,negative,2026-03-07,19
R000479,M0096,Falafel Wrap,Shawarma Station,3.7,Average portion size for the price. Food was warm but not hot.,neutral,2025-08-18,50
R000480,M0096,Falafel Wrap,Shawarma Station,1.7,Packaging was damaged and food quality was below average.,negative,2025-11-22,19
R000481,M0097,Falafel Wrap,Burger Factory,2.2,Packaging was damaged and food quality was below average.,negative,2026-02-25,44
R000482,M0097,Falafel Wrap,Burger Factory,4.1,Absolutely delicious. Generous portions and great value for money.,positive,2026-02-23,43
R000483,M0097,Falafel Wrap,Burger Factory,4.1,Loved every bite. The packaging was also excellent.,positive,2025-12-29,37
R000484,M0097,Falafel Wrap,Burger Factory,2.6,"Decent taste, nothing extraordinary but satisfying.",neutral,2025-11-23,12
R000485,M0097,Falafel Wrap,Burger Factory,4.5,Exceeded my expectations. This is exactly what comfort food should taste like.,positive,2026-03-25,11
R000486,M0098,Shawarma Plate,Fresh & Fit,4.8,Super fast delivery and the food was outstanding. 5 stars!,positive,2025-06-26,42
R000487,M0098,Shawarma Plate,Fresh & Fit,4.8,The quality is consistently great. My go-to order every week.,positive,2025-06-14,11
R000488,M0098,Shawarma Plate,Fresh & Fit,2.4,Missing items from my order. Customer service was unhelpful.,negative,2025-07-18,33
R000489,M0098,Shawarma Plate,Fresh & Fit,3.4,Good food overall but delivery took longer than expected.,neutral,2025-07-11,47
R000490,M0098,Shawarma Plate,Fresh & Fit,3.2,Good food overall but delivery took longer than expected.,neutral,2025-10-19,28
R000491,M0099,Shawarma Plate,Burger Factory,4.6,Best Shawarma Plate I've ever had. The flavor was incredible!,positive,2026-01-01,20
R000492,M0099,Shawarma Plate,Burger Factory,1.1,The Shawarma Plate was cold on arrival. Very frustrating.,negative,2025-10-26,21
R000493,M0099,Shawarma Plate,Burger Factory,4.9,The quality is consistently great. My go-to order every week.,positive,2025-08-01,32
R000494,M0099,Shawarma Plate,Burger Factory,1.4,Portion was too small for the price. Won't order again.,negative,2026-04-16,47
R000495,M0099,Shawarma Plate,Burger Factory,4.7,Loved every bite. The packaging was also excellent.,positive,2026-02-17,31
R000496,M0100,Shawarma Plate,The Hungry Bear,4.5,Super fast delivery and the food was outstanding. 5 stars!,positive,2026-04-17,30
R000497,M0100,Shawarma Plate,The Hungry Bear,4.5,Fresh ingredients and perfectly cooked. Highly recommended!,positive,2025-09-23,8
R000498,M0100,Shawarma Plate,The Hungry Bear,2.0,Portion was too small for the price. Won't order again.,negative,2026-01-16,11
R000499,M0100,Shawarma Plate,The Hungry Bear,4.3,Exceeded my expectations. This is exactly what comfort food should taste like.,positive,2026-01-22,15
R000500,M0100,Shawarma Plate,The Hungry Bear,4.0,Exceeded my expectations. This is exactly what comfort food should taste like.,positive,2025-08-04,23
R000501,M0101,Shawarma Plate,Shawarma Station,1.6,Missing items from my order. Customer service was unhelpful.,negative,2026-01-12,31
R000502,M0101,Shawarma Plate,Shawarma Station,4.9,Exceeded my expectations. This is exactly what comfort food should taste like.,positive,2025-11-27,46
R000503,M0101,Shawarma Plate,Shawarma Station,4.6,Best Shawarma Plate I've ever had. The flavor was incredible!,positive,2026-01-29,23
R000504,M0101,Shawarma Plate,Shawarma Station,4.6,Exceeded my expectations. This is exactly what comfort food should taste like.,positive,2025-07-13,2
R000505,M0101,Shawarma Plate,Shawarma Station,4.6,Super fast delivery and the food was outstanding. 5 stars!,positive,2026-04-15,12
R000506,M0102,Shawarma Plate,El Classico,3.1,"Decent taste, nothing extraordinary but satisfying.",neutral,2025-05-19,6
R000507,M0102,Shawarma Plate,El Classico,4.2,Amazing food! Delivered hot and fresh. Will definitely order again.,positive,2025-07-08,10
R000508,M0102,Shawarma Plate,El Classico,1.1,Portion was too small for the price. Won't order again.,negative,2025-05-08,18
R000509,M0102,Shawarma Plate,El Classico,3.5,Average portion size for the price. Food was warm but not hot.,neutral,2025-11-24,38
R000510,M0102,Shawarma Plate,El Classico,2.3,Packaging was damaged and food quality was below average.,negative,2026-01-07,26
R000511,M0103,Shawarma Plate,The Grill House,3.7,Average portion size for the price. Food was warm but not hot.,neutral,2025-12-28,26
R000512,M0103,Shawarma Plate,The Grill House,4.2,Super fast delivery and the food was outstanding. 5 stars!,positive,2026-01-19,20
R000513,M0103,Shawarma Plate,The Grill House,1.6,Missing items from my order. Customer service was unhelpful.,negative,2026-04-13,19
R000514,M0103,Shawarma Plate,The Grill House,4.6,Best Shawarma Plate I've ever had. The flavor was incredible!,positive,2025-08-05,1
R000515,M0103,Shawarma Plate,The Grill House,4.6,The quality is consistently great. My go-to order every week.,positive,2025-12-17,10
R000516,M0104,Shawarma Plate,Crave It,4.1,Absolutely delicious. Generous portions and great value for money.,positive,2025-12-15,43
R000517,M0104,Shawarma Plate,Crave It,4.3,Best Shawarma Plate I've ever had. The flavor was incredible!,positive,2026-03-05,23
R000518,M0104,Shawarma Plate,Crave It,4.6,Fresh ingredients and perfectly cooked. Highly recommended!,positive,2026-03-16,42
R000519,M0104,Shawarma Plate,Crave It,4.2,Absolutely delicious. Generous portions and great value for money.,positive,2025-06-02,48
R000520,M0104,Shawarma Plate,Crave It,2.8,"Pretty good, I've had better but wouldn't say no to ordering again.",neutral,2026-03-14,15
R000521,M0105,Mixed Grill Wrap,El Classico,4.1,Loved every bite. The packaging was also excellent.,positive,2026-04-28,17
R000522,M0105,Mixed Grill Wrap,El Classico,1.5,Disappointed with the quality. Not what I expected.,negative,2025-11-05,20
R000523,M0105,Mixed Grill Wrap,El Classico,3.7,Average portion size for the price. Food was warm but not hot.,neutral,2026-04-15,2
R000524,M0105,Mixed Grill Wrap,El Classico,1.6,Packaging was damaged and food quality was below average.,negative,2025-06-15,27
R000525,M0105,Mixed Grill Wrap,El Classico,2.2,Portion was too small for the price. Won't order again.,negative,2026-03-30,12
R000526,M0106,Mixed Grill Wrap,Sushi World,4.4,Amazing food! Delivered hot and fresh. Will definitely order again.,positive,2025-12-15,23
R000527,M0106,Mixed Grill Wrap,Sushi World,3.7,Food arrived on time but was slightly cold. Taste was fine.,neutral,2025-11-22,30
R000528,M0106,Mixed Grill Wrap,Sushi World,4.1,Amazing food! Delivered hot and fresh. Will definitely order again.,positive,2025-05-28,29
R000529,M0106,Mixed Grill Wrap,Sushi World,1.7,Disappointed with the quality. Not what I expected.,negative,2025-10-30,5
R000530,M0106,Mixed Grill Wrap,Sushi World,4.6,Super fast delivery and the food was outstanding. 5 stars!,positive,2026-01-05,22
R000531,M0107,Mixed Grill Wrap,Pizza Palace,2.6,The Mixed Grill Wrap was okay. Expected a bit more flavor.,neutral,2025-10-25,35
R000532,M0107,Mixed Grill Wrap,Pizza Palace,4.6,The quality is consistently great. My go-to order every week.,positive,2025-07-21,7
R000533,M0107,Mixed Grill Wrap,Pizza Palace,4.4,The quality is consistently great. My go-to order every week.,positive,2026-02-02,40
R000534,M0107,Mixed Grill Wrap,Pizza Palace,4.7,Perfect seasoning and amazing presentation. Worth every penny.,positive,2025-08-29,34
R000535,M0107,Mixed Grill Wrap,Pizza Palace,4.7,Fresh ingredients and perfectly cooked. Highly recommended!,positive,2025-06-22,6
R000536,M0108,Mixed Grill Wrap,Urban Bites,5.0,Fresh ingredients and perfectly cooked. Highly recommended!,positive,2025-06-08,44
R000537,M0108,Mixed Grill Wrap,Urban Bites,4.9,Fresh ingredients and perfectly cooked. Highly recommended!,positive,2026-02-15,8
R000538,M0108,Mixed Grill Wrap,Urban Bites,3.4,Average portion size for the price. Food was warm but not hot.,neutral,2026-04-22,6
R000539,M0108,Mixed Grill Wrap,Urban Bites,3.9,"Pretty good, I've had better but wouldn't say no to ordering again.",neutral,2025-10-31,43
R000540,M0108,Mixed Grill Wrap,Urban Bites,4.2,Fresh ingredients and perfectly cooked. Highly recommended!,positive,2025-06-01,7
R000541,M0109,Mixed Grill Wrap,Golden Fork,5.0,The quality is consistently great. My go-to order every week.,positive,2025-06-18,49
R000542,M0109,Mixed Grill Wrap,Golden Fork,4.8,Amazing food! Delivered hot and fresh. Will definitely order again.,positive,2026-03-24,24
R000543,M0109,Mixed Grill Wrap,Golden Fork,3.4,Average portion size for the price. Food was warm but not hot.,neutral,2026-02-18,4
R000544,M0109,Mixed Grill Wrap,Golden Fork,1.6,Missing items from my order. Customer service was unhelpful.,negative,2025-11-19,8
R000545,M0109,Mixed Grill Wrap,Golden Fork,4.3,Best Mixed Grill Wrap I've ever had. The flavor was incredible!,positive,2025-05-21,26
R000546,M0110,Mixed Grill Wrap,Daily Bites,3.8,"Decent taste, nothing extraordinary but satisfying.",neutral,2026-01-26,24
R000547,M0110,Mixed Grill Wrap,Daily Bites,4.7,Super fast delivery and the food was outstanding. 5 stars!,positive,2026-03-18,9
R000548,M0110,Mixed Grill Wrap,Daily Bites,3.1,The Mixed Grill Wrap was okay. Expected a bit more flavor.,neutral,2026-01-27,26
R000549,M0110,Mixed Grill Wrap,Daily Bites,4.5,Loved every bite. The packaging was also excellent.,positive,2025-05-18,26
R000550,M0110,Mixed Grill Wrap,Daily Bites,4.7,Amazing food! Delivered hot and fresh. Will definitely order again.,positive,2025-08-14,35
R000551,M0111,Mixed Grill Wrap,Burger Factory,2.6,Average portion size for the price. Food was warm but not hot.,neutral,2026-03-07,39
R000552,M0111,Mixed Grill Wrap,Burger Factory,4.3,Amazing food! Delivered hot and fresh. Will definitely order again.,positive,2026-02-26,18
R000553,M0111,Mixed Grill Wrap,Burger Factory,1.2,Disappointed with the quality. Not what I expected.,negative,2025-10-22,27
R000554,M0111,Mixed Grill Wrap,Burger Factory,1.9,Portion was too small for the price. Won't order again.,negative,2026-01-15,37
R000555,M0111,Mixed Grill Wrap,Burger Factory,3.0,"Decent taste, nothing extraordinary but satisfying.",neutral,2025-05-19,13
R000556,M0112,Cheese Shawarma,Pasta Corner,4.3,Fresh ingredients and perfectly cooked. Highly recommended!,positive,2025-06-28,30
R000557,M0112,Cheese Shawarma,Pasta Corner,4.6,The quality is consistently great. My go-to order every week.,positive,2025-06-29,5
R000558,M0112,Cheese Shawarma,Pasta Corner,2.6,Food arrived on time but was slightly cold. Taste was fine.,neutral,2026-03-15,13
R000559,M0112,Cheese Shawarma,Pasta Corner,3.5,Good food overall but delivery took longer than expected.,neutral,2025-11-16,6
R000560,M0112,Cheese Shawarma,Pasta Corner,4.3,Fresh ingredients and perfectly cooked. Highly recommended!,positive,2025-10-04,22
R000561,M0113,Cheese Shawarma,Urban Bites,4.1,Super fast delivery and the food was outstanding. 5 stars!,positive,2026-02-12,39
R000562,M0113,Cheese Shawarma,Urban Bites,4.8,Amazing food! Delivered hot and fresh. Will definitely order again.,positive,2025-06-23,38
R000563,M0113,Cheese Shawarma,Urban Bites,4.5,The quality is consistently great. My go-to order every week.,positive,2025-09-01,20
R000564,M0113,Cheese Shawarma,Urban Bites,2.7,Average portion size for the price. Food was warm but not hot.,neutral,2025-04-30,23
R000565,M0113,Cheese Shawarma,Urban Bites,1.1,Disappointed with the quality. Not what I expected.,negative,2026-01-11,46
R000566,M0114,Cheese Shawarma,Desert Rose Kitchen,4.4,Perfect seasoning and amazing presentation. Worth every penny.,positive,2025-12-31,3
R000567,M0114,Cheese Shawarma,Desert Rose Kitchen,4.3,Fresh ingredients and perfectly cooked. Highly recommended!,positive,2025-05-10,6
R000568,M0114,Cheese Shawarma,Desert Rose Kitchen,4.3,Best Cheese Shawarma I've ever had. The flavor was incredible!,positive,2026-01-02,21
R000569,M0114,Cheese Shawarma,Desert Rose Kitchen,2.6,Good food overall but delivery took longer than expected.,neutral,2026-02-03,20
R000570,M0114,Cheese Shawarma,Desert Rose Kitchen,3.5,Average portion size for the price. Food was warm but not hot.,neutral,2025-06-10,15
R000571,M0115,Cheese Shawarma,The Hungry Bear,4.1,Absolutely delicious. Generous portions and great value for money.,positive,2025-11-29,20
R000572,M0115,Cheese Shawarma,The Hungry Bear,4.7,Amazing food! Delivered hot and fresh. Will definitely order again.,positive,2026-03-02,50
R000573,M0115,Cheese Shawarma,The Hungry Bear,5.0,Absolutely delicious. Generous portions and great value for money.,positive,2025-12-30,8
R000574,M0115,Cheese Shawarma,The Hungry Bear,1.8,The taste was bland and the delivery was late.,negative,2026-04-21,8
R000575,M0115,Cheese Shawarma,The Hungry Bear,4.8,Perfect seasoning and amazing presentation. Worth every penny.,positive,2025-12-16,3
R000576,M0116,Cheese Shawarma,Daily Bites,5.0,Super fast delivery and the food was outstanding. 5 stars!,positive,2026-03-19,35
R000577,M0116,Cheese Shawarma,Daily Bites,5.0,Fresh ingredients and perfectly cooked. Highly recommended!,positive,2025-10-23,44
R000578,M0116,Cheese Shawarma,Daily Bites,4.4,Best Cheese Shawarma I've ever had. The flavor was incredible!,positive,2025-05-29,25
R000579,M0116,Cheese Shawarma,Daily Bites,1.1,Missing items from my order. Customer service was unhelpful.,negative,2025-05-06,26
R000580,M0116,Cheese Shawarma,Daily Bites,2.5,"Pretty good, I've had better but wouldn't say no to ordering again.",neutral,2026-02-08,42
R000581,M0117,Cheese Shawarma,Mediterranean Nights,4.7,Amazing food! Delivered hot and fresh. Will definitely order again.,positive,2025-07-08,34
R000582,M0117,Cheese Shawarma,Mediterranean Nights,3.7,"Pretty good, I've had better but wouldn't say no to ordering again.",neutral,2026-04-15,7
